,Case Number,Year,Type,Country,Types,Decade
1266,1987.04.18,1987,Unprovoked,USA,Unprovoked,1980.0
1267,1987.04.15,1987,Unprovoked,USA,Unprovoked,1980.0
1268,1987.02.28,1987,Unprovoked,USA,Unprovoked,1980.0
1269,1986.12.11,1986,Unprovoked,USA,Unprovoked,1980.0
1270,1986.12.06.a,1986,Unprovoked,USA,Unprovoked,1980.0
1271,1986.11.30,1986,Unprovoked,USA,Unprovoked,1980.0
1272,1986.11.19,1986,Unprovoked,USA,Unprovoked,1980.0
1273,1986.11.04,1986,Unprovoked,USA,Unprovoked,1980.0
1274,1986.10.03,1986,Unprovoked,USA,Unprovoked,1980.0
1275,1986.10.00,1986,Unprovoked,USA,Unprovoked,1980.0
1276,1986.09.00.b,1986,Unprovoked,USA,Unprovoked,1980.0
1277,1986.09.00.a,1986,Unprovoked,USA,Unprovoked,1980.0
1278,1986.08.19,1986,Unprovoked,USA,Unprovoked,1980.0
1279,1986.07.09,1986,Unprovoked,USA,Unprovoked,1980.0
1280,1986.04.20,1986,Unprovoked,USA,Unprovoked,1980.0
1281,1986.01.12,1986,Unprovoked,USA,Unprovoked,1980.0
1282,1986.00.00,1986,Unprovoked,USA,Unprovoked,1980.0
1283,1985.12.10,1985,Unprovoked,USA,Unprovoked,1980.0
1284,1985.11.05,1985,Boat,USA,Boating,1980.0
1285,1985.11.03,1985,Provoked,USA,Provoked,1980.0
1286,1985.10.22,1985,Unprovoked,USA,Unprovoked,1980.0
1287,1985.10.18,1985,Unprovoked,USA,Unprovoked,1980.0
1288,1985.10.12,1985,Unprovoked,USA,Unprovoked,1980.0
1289,1985.10.05,1985,Provoked,USA,Provoked,1980.0
1290,1985.09.28,1985,Unprovoked,USA,Unprovoked,1980.0
1291,1985.09.08.a,1985,Unprovoked,USA,Unprovoked,1980.0
1292,1985.08.22,1985,Unprovoked,USA,Unprovoked,1980.0
1293,1985.07.25.b,1985,Unprovoked,USA,Unprovoked,1980.0
1294,1985.07.25.a,1985,Unprovoked,USA,Unprovoked,1980.0
1295,1985.07.21,1985,Boat,USA,Boating,1980.0
1296,1985.07.19,1985,Unprovoked,USA,Unprovoked,1980.0
1297,1985.05.26,1985,Unprovoked,USA,Unprovoked,1980.0
1298,1985.03.16,1985,Unprovoked,USA,Unprovoked,1980.0
1299,1985.02.18,1985,Unprovoked,USA,Unprovoked,1980.0
1300,1985.02.03,1985,Unprovoked,USA,Unprovoked,1980.0
1301,1984.11.11,1984,Unprovoked,USA,Unprovoked,1980.0
1302,1984.11.04,1984,Provoked,USA,Provoked,1980.0
1303,1984.10.21,1984,Unprovoked,USA,Unprovoked,1980.0
1304,1984.10.14.a,1984,Unprovoked,USA,Unprovoked,1980.0
1305,1984.09.30.b,1984,Unprovoked,USA,Unprovoked,1980.0
1306,1984.09.30.a,1984,Unprovoked,USA,Unprovoked,1980.0
1307,1984.09.23,1984,Unprovoked,USA,Unprovoked,1980.0
1308,1984.09.22.b,1984,Unprovoked,USA,Unprovoked,1980.0
1309,1984.09.22.a,1984,Unprovoked,USA,Unprovoked,1980.0
1310,1984.09.19,1984,Unprovoked,USA,Unprovoked,1980.0
1311,1984.09.17,1984,Unprovoked,USA,Unprovoked,1980.0
1312,1984.09.15,1984,Unprovoked,USA,Unprovoked,1980.0
1313,1984.07.24.b,1984,Unprovoked,USA,Unprovoked,1980.0
1314,1984.07.24.a,1984,Unprovoked,USA,Unprovoked,1980.0
1315,1984.07.01,1984,Unprovoked,USA,Unprovoked,1980.0
1316,1984.06.03.b,1984,Unprovoked,USA,Unprovoked,1980.0
1317,1984.00.00.b,1984,Provoked,USA,Provoked,1980.0
1318,1984.00.00.a,1984,Unprovoked,USA,Unprovoked,1980.0
1319,1983.12.25,1983,Unprovoked,USA,Unprovoked,1980.0
1320,1983.11.10.R,1983,Unprovoked,USA,Unprovoked,1980.0
1321,1983.10.17.a,1983,Unprovoked,USA,Unprovoked,1980.0
1322,1983.10.13,1983,Unprovoked,USA,Unprovoked,1980.0
1323,1983.09.04,1983,Unprovoked,USA,Unprovoked,1980.0
1324,1983.08.20.b,1983,Unprovoked,USA,Unprovoked,1980.0
1325,1983.08.15,1983,Unprovoked,USA,Unprovoked,1980.0
1326,1983.08.13.b,1983,Provoked,USA,Provoked,1980.0
1327,1983.08.13.a,1983,Unprovoked,USA,Unprovoked,1980.0
1328,1983.08.06,1983,Boat,USA,Boating,1980.0
1329,1983.07.12.b,1983,Unprovoked,USA,Unprovoked,1980.0
1330,1983.07.05,1983,Unprovoked,USA,Unprovoked,1980.0
1331,1983.06.29,1983,Unprovoked,USA,Unprovoked,1980.0
1332,1983.06.20,1983,Unprovoked,USA,Unprovoked,1980.0
1333,1983.05.31,1983,Unprovoked,USA,Unprovoked,1980.0
1334,1983.05.24,1983,Unprovoked,USA,Unprovoked,1980.0
1335,1983.05.21,1983,Unprovoked,USA,Unprovoked,1980.0
1336,1983.04.19,1983,Unprovoked,USA,Unprovoked,1980.0
1337,1983.04.02.b,1983,Unprovoked,USA,Unprovoked,1980.0
1338,1983.03.10,1983,Unprovoked,USA,Unprovoked,1980.0
1339,1983.01.24,1983,Provoked,USA,Provoked,1980.0
1340,1983.00.00.b,1983,Provoked,USA,Provoked,1980.0
1341,1982.11.00,1982,Unprovoked,USA,Unprovoked,1980.0
1342,1982.10.13,1982,Unprovoked,USA,Unprovoked,1980.0
1343,1982.09.27,1982,Unprovoked,USA,Unprovoked,1980.0
1344,1982.09.25,1982,Unprovoked,USA,Unprovoked,1980.0
1345,1982.09.19,1982,Unprovoked,USA,Unprovoked,1980.0
1346,1982.07.24.a,1982,Unprovoked,USA,Unprovoked,1980.0
1347,1982.07.19,1982,Unprovoked,USA,Unprovoked,1980.0
1348,1982.07.01,1982,Unprovoked,USA,Unprovoked,1980.0
1349,1982.06.26.b,1982,Unprovoked,USA,Unprovoked,1980.0
1350,1982.06.25,1982,Unprovoked,USA,Unprovoked,1980.0
1351,1982.06.13,1982,Unprovoked,USA,Unprovoked,1980.0
1352,1982.03.10,1982,Unprovoked,USA,Unprovoked,1980.0
1353,1982.02.27,1982,Unprovoked,USA,Unprovoked,1980.0
1354,1982.02.14.b,1982,Unprovoked,USA,Unprovoked,1980.0
1355,1982.02.14.a,1982,Unprovoked,USA,Unprovoked,1980.0
1356,1982.02.13,1982,Unprovoked,USA,Unprovoked,1980.0
1357,1982.02.07.a,1982,Unprovoked,USA,Unprovoked,1980.0
1358,1982.02.07..b,1982,Unprovoked,USA,Unprovoked,1980.0
1359,1981.12.19,1981,Unprovoked,USA,Unprovoked,1980.0
1360,1981.12.13.a,1981,Unprovoked,USA,Unprovoked,1980.0
1361,1981.11.09,1981,Unprovoked,USA,Unprovoked,1980.0
1362,1981.10.19.a,1981,Unprovoked,USA,Unprovoked,1980.0
1363,1981.10.17,1981,Unprovoked,USA,Unprovoked,1980.0
1364,1981.10.16,1981,Unprovoked,USA,Unprovoked,1980.0
1365,1981.10.01,1981,Unprovoked,USA,Unprovoked,1980.0
1366,1981.09.28,1981,Unprovoked,USA,Unprovoked,1980.0
1367,1981.09.27,1981,Unprovoked,USA,Unprovoked,1980.0
1368,1981.09.15,1981,Unprovoked,USA,Unprovoked,1980.0
1369,1981.09.03.b,1981,Unprovoked,USA,Unprovoked,1980.0
1370,1981.09.03.a,1981,Unprovoked,USA,Unprovoked,1980.0
1371,1981.08.29,1981,Unprovoked,USA,Unprovoked,1980.0
1372,1981.08.24.b,1981,Provoked,USA,Provoked,1980.0
1373,1981.08.10.b,1981,Unprovoked,USA,Unprovoked,1980.0
1374,1981.08.10.a,1981,Unprovoked,USA,Unprovoked,1980.0
1375,1981.07.20,1981,Unprovoked,USA,Unprovoked,1980.0
1376,1981.07.07,1981,Unprovoked,USA,Unprovoked,1980.0
1377,1981.05.24,1981,Unprovoked,USA,Unprovoked,1980.0
1378,1981.05.19,1981,Unprovoked,USA,Unprovoked,1980.0
1379,1981.05.16,1981,Unprovoked,USA,Unprovoked,1980.0
1380,1981.03.25,1981,Unprovoked,USA,Unprovoked,1980.0
1381,1981.03.24,1981,Unprovoked,USA,Unprovoked,1980.0
1382,1981.02.02,1981,Unprovoked,USA,Unprovoked,1980.0
1383,1981.01.30,1981,Unprovoked,USA,Unprovoked,1980.0
1384,1980.10.27,1980,Unprovoked,USA,Unprovoked,1970.0
1385,1980.10.17,1980,Unprovoked,USA,Unprovoked,1970.0
1386,1980.08.10,1980,Unprovoked,USA,Unprovoked,1970.0
1387,1980.08.04,1980,Unprovoked,USA,Unprovoked,1970.0
1388,1980.07.27,1980,Unprovoked,USA,Unprovoked,1970.0
1389,1980.07.23,1980,Unprovoked,USA,Unprovoked,1970.0
1390,1980.07.00,1980,Unprovoked,USA,Unprovoked,1970.0
1391,1980.07.00,1980,Unprovoked,USA,Unprovoked,1970.0
1392,1980.06.26,1980,Provoked,USA,Provoked,1970.0
1393,1979.11.27,1979,Unprovoked,USA,Unprovoked,1970.0
1394,1979.08.05,1979,Unprovoked,USA,Unprovoked,1970.0
1395,1979.06.19,1979,Sea Disaster,USA,Sea Disaster,1970.0
1396,1979.04.08.b,1979,Unprovoked,USA,Unprovoked,1970.0
1397,1979.04.08.a,1979,Unprovoked,USA,Unprovoked,1970.0
1398,1979.03.24,1979,Unprovoked,USA,Unprovoked,1970.0
1399,1979.03.11,1979,Unprovoked,USA,Unprovoked,1970.0
1400,1979.00.00,1979,Unprovoked,USA,Unprovoked,1970.0
1401,1978.11.26,1978,Unprovoked,USA,Unprovoked,1970.0
1402,1978.11.23,1978,Unprovoked,USA,Unprovoked,1970.0
1403,1978.08.05,1978,Unprovoked,USA,Unprovoked,1970.0
1404,1978.08.01.R,1978,Unprovoked,USA,Unprovoked,1970.0
1405,1978.07.27,1978,Sea Disaster,USA,Sea Disaster,1970.0
1406,1978.07.19,1978,Provoked,USA,Provoked,1970.0
1407,1978.06.21.b,1978,Unprovoked,USA,Unprovoked,1970.0
1408,1978.06.21.a,1978,Unprovoked,USA,Unprovoked,1970.0
1409,1978.00.00.b,1978,Unprovoked,USA,Unprovoked,1970.0
1410,1977.12.31,1977,Sea Disaster,USA,Sea Disaster,1970.0
1411,1977.12.19.b,1977,Unprovoked,USA,Unprovoked,1970.0
1412,1977.08.14,1977,Unprovoked,USA,Unprovoked,1970.0
1413,1977.07.02,1977,Sea Disaster,USA,Sea Disaster,1970.0
1414,1977.06.26,1977,Provoked,USA,Provoked,1970.0
1415,1977.06.06,1977,Unprovoked,USA,Unprovoked,1970.0
1416,1977.04.21,1977,Unprovoked,USA,Unprovoked,1970.0
1417,1976.12.18,1976,Unprovoked,USA,Unprovoked,1970.0
1418,1976.11.25,1976,Unprovoked,USA,Unprovoked,1970.0
1419,1976.10.18,1976,Unprovoked,USA,Unprovoked,1970.0
1420,1976.09.12.b,1976,Unprovoked,USA,Unprovoked,1970.0
1421,1976.09.12.a,1976,Unprovoked,USA,Unprovoked,1970.0
1422,1976.09.06,1976,Unprovoked,USA,Unprovoked,1970.0
1423,1976.08.26,1976,Unprovoked,USA,Unprovoked,1970.0
1424,1976.08.24,1976,Unprovoked,USA,Unprovoked,1970.0
1425,1976.07.24,1976,Unprovoked,USA,Unprovoked,1970.0
1426,1976.07.21,1976,Unprovoked,USA,Unprovoked,1970.0
1427,1976.07.16,1976,Unprovoked,USA,Unprovoked,1970.0
1428,1976.07.12,1976,Unprovoked,USA,Unprovoked,1970.0
1429,1976.06.23,1976,Unprovoked,USA,Unprovoked,1970.0
1430,1976.06.10,1976,Unprovoked,USA,Unprovoked,1970.0
1431,1976.03.12.b,1976,Unprovoked,USA,Unprovoked,1970.0
1432,1976.01.08,1976,Unprovoked,USA,Unprovoked,1970.0
1433,1976.00.00.b,1976,Unprovoked,USA,Unprovoked,1970.0
1434,1975.12.06,1975,Unprovoked,USA,Unprovoked,1970.0
1435,1975.11.02,1975,Unprovoked,USA,Unprovoked,1970.0
1436,1975.08.12,1975,Unprovoked,USA,Unprovoked,1970.0
1437,1975.08.09,1975,Unprovoked,USA,Unprovoked,1970.0
1438,1975.07.30.b,1975,Sea Disaster,USA,Sea Disaster,1970.0
1439,1975.07.26.b,1975,Unprovoked,USA,Unprovoked,1970.0
1440,1975.07.23,1975,Unprovoked,USA,Unprovoked,1970.0
1441,1975.07.19,1975,Unprovoked,USA,Unprovoked,1970.0
1442,1975.07.15,1975,Unprovoked,USA,Unprovoked,1970.0
1443,1975.07.04,1975,Unprovoked,USA,Unprovoked,1970.0
1444,1975.06.23.b,1975,Unprovoked,USA,Unprovoked,1970.0
1445,1975.06.23.a,1975,Unprovoked,USA,Unprovoked,1970.0
1446,1975.06.15,1975,Unprovoked,USA,Unprovoked,1970.0
1447,1975.06.02.R,1975,Unprovoked,USA,Unprovoked,1970.0
1448,1975.06.00.c,1975,Provoked,USA,Provoked,1970.0
1449,1975.05.25,1975,Unprovoked,USA,Unprovoked,1970.0
1450,1975.05.20,1975,Unprovoked,USA,Unprovoked,1970.0
1451,1975.03.16,1975,Unprovoked,USA,Unprovoked,1970.0
1452,1974.11.01,1974,Unprovoked,USA,Unprovoked,1970.0
1453,1974.09.28,1974,Unprovoked,USA,Unprovoked,1970.0
1454,1974.09.14,1974,Unprovoked,USA,Unprovoked,1970.0
1455,1974.09.02.b,1974,Unprovoked,USA,Unprovoked,1970.0
1456,1974.09.02.a,1974,Unprovoked,USA,Unprovoked,1970.0
1457,1974.09.00,1974,Unprovoked,USA,Unprovoked,1970.0
1458,1974.08.05,1974,Unprovoked,USA,Unprovoked,1970.0
1459,1974.07.26,1974,Unprovoked,USA,Unprovoked,1970.0
1460,1974.07.20,1974,Unprovoked,USA,Unprovoked,1970.0
1461,1974.07.02,1974,Sea Disaster,USA,Sea Disaster,1970.0
1462,1974.06.20,1974,Unprovoked,USA,Unprovoked,1970.0
1463,1974.05.26,1974,Unprovoked,USA,Unprovoked,1970.0
1464,1974.04.12,1974,Unprovoked,USA,Unprovoked,1970.0
1465,1973.12.18,1973,Unprovoked,USA,Unprovoked,1970.0
1466,1973.11.24,1973,Unprovoked,USA,Unprovoked,1970.0
1467,1973.08.16,1973,Unprovoked,USA,Unprovoked,1970.0
1468,1973.01.09,1973,Unprovoked,USA,Unprovoked,1970.0
1469,1972.10.14.b,1972,Unprovoked,USA,Unprovoked,1970.0
1470,1972.10.14.a,1972,Unprovoked,USA,Unprovoked,1970.0
1471,1972.09.09,1972,Unprovoked,USA,Unprovoked,1970.0
1472,1972.08.29,1972,Unprovoked,USA,Unprovoked,1970.0
1473,1972.08.17,1972,Unprovoked,USA,Unprovoked,1970.0
1474,1972.06.10,1972,Unprovoked,USA,Unprovoked,1970.0
1475,1972.05.28,1972,Unprovoked,USA,Unprovoked,1970.0
1476,1972.03.16,1972,Unprovoked,USA,Unprovoked,1970.0
1477,1971.10.23,1971,Unprovoked,USA,Unprovoked,1970.0
1478,1971.10.02,1971,Unprovoked,USA,Unprovoked,1970.0
1479,1971.09.25,1971,Unprovoked,USA,Unprovoked,1970.0
1480,1971.07.26,1971,Unprovoked,USA,Unprovoked,1970.0
1481,1971.07.19,1971,Unprovoked,USA,Unprovoked,1970.0
1482,1970.12.03,1970,Sea Disaster,USA,Sea Disaster,1960.0
1483,1970.10.24,1970,Unprovoked,USA,Unprovoked,1960.0
1484,1970.10.00,1970,Unprovoked,USA,Unprovoked,1960.0
1485,1970.09.05,1970,Unprovoked,USA,Unprovoked,1960.0
1486,1970.09.00.c,1970,Unprovoked,USA,Unprovoked,1960.0
1487,1970.09.00.a,1970,Unprovoked,USA,Unprovoked,1960.0
1488,1970.06.22,1970,Provoked,USA,Provoked,1960.0
1489,1970.03.23,1970,Unprovoked,USA,Unprovoked,1960.0
1490,1969.11.11,1969,Unprovoked,USA,Unprovoked,1960.0
1491,1969.10.14,1969,Unprovoked,USA,Unprovoked,1960.0
1492,1969.09.06,1969,Unprovoked,USA,Unprovoked,1960.0
1493,1969.08.29,1969,Unprovoked,USA,Unprovoked,1960.0
1494,1969.08.22,1969,Provoked,USA,Provoked,1960.0
1495,1969.08.02,1969,Unprovoked,USA,Unprovoked,1960.0
1496,1969.08.01,1969,Unprovoked,USA,Unprovoked,1960.0
1497,1969.07.22,1969,Provoked,USA,Provoked,1960.0
1498,1969.07.20,1969,Unprovoked,USA,Unprovoked,1960.0
1499,1969.06.27,1969,Unprovoked,USA,Unprovoked,1960.0
1500,1969.06.00,1969,Unprovoked,USA,Unprovoked,1960.0
1501,1969.05.25,1969,Provoked,USA,Provoked,1960.0
1502,1969.05.24,1969,Provoked,USA,Provoked,1960.0
1503,1969.04.19,1969,Provoked,USA,Provoked,1960.0
1504,1969.03.09,1969,Unprovoked,USA,Unprovoked,1960.0
1505,1968.10.13,1968,Unprovoked,USA,Unprovoked,1960.0
1506,1968.08.24,1968,Unprovoked,USA,Unprovoked,1960.0
1507,1968.08.21,1968,Unprovoked,USA,Unprovoked,1960.0
1508,1968.07.27,1968,Unprovoked,USA,Unprovoked,1960.0
1509,1968.07.23,1968,Unprovoked,USA,Unprovoked,1960.0
1510,1968.07.16,1968,Unprovoked,USA,Unprovoked,1960.0
1511,1968.06.09,1968,Unprovoked,USA,Unprovoked,1960.0
1512,1968.04.20,1968,Unprovoked,USA,Unprovoked,1960.0
1513,1968.03.10,1968,Unprovoked,USA,Unprovoked,1960.0
1514,1968.02.26,1968,Unprovoked,USA,Unprovoked,1960.0
1515,1967.12.14,1967,Provoked,USA,Provoked,1960.0
1516,1967.10.17,1967,Unprovoked,USA,Unprovoked,1960.0
1517,1967.09.07.a,1967,Unprovoked,USA,Unprovoked,1960.0
1518,1967.08.27,1967,Provoked,USA,Provoked,1960.0
1519,1967.08.07,1967,Unprovoked,USA,Unprovoked,1960.0
1520,1967.07.29,1967,Unprovoked,USA,Unprovoked,1960.0
1521,1967.06.13,1967,Provoked,USA,Provoked,1960.0
1522,1966.09.19,1966,Provoked,USA,Provoked,1960.0
1523,1966.09.08.b,1966,Provoked,USA,Provoked,1960.0
1524,1966.08.00.a,1966,Unprovoked,USA,Unprovoked,1960.0
1525,1966.07.31,1966,Unprovoked,USA,Unprovoked,1960.0
1526,1966.07.19,1966,Provoked,USA,Provoked,1960.0
1527,1966.07.17.b,1966,Unprovoked,USA,Unprovoked,1960.0
1528,1966.06.22,1966,Provoked,USA,Provoked,1960.0
1529,1966.06.11,1966,Provoked,USA,Provoked,1960.0
1530,1966.06.04,1966,Unprovoked,USA,Unprovoked,1960.0
1531,1966.04.08,1966,Unprovoked,USA,Unprovoked,1960.0
1532,1966.01.22,1966,Unprovoked,USA,Unprovoked,1960.0
1533,1966.01.05,1966,Unprovoked,USA,Unprovoked,1960.0
1534,1965.08.26,1965,Unprovoked,USA,Unprovoked,1960.0
1535,1965.04.29,1965,Unprovoked,USA,Unprovoked,1960.0
1536,1965.04.10,1965,Unprovoked,USA,Unprovoked,1960.0
1537,1965.04.04.a,1965,Unprovoked,USA,Unprovoked,1960.0
1538,1965.03.14,1965,Unprovoked,USA,Unprovoked,1960.0
1539,1965.02.04,1965,Unprovoked,USA,Unprovoked,1960.0
1540,1965.00.00.g,1965,Unprovoked,USA,Unprovoked,1960.0
1541,1965.00.00.f,1965,Provoked,USA,Provoked,1960.0
1542,1965.00.00.e,1965,Provoked,USA,Provoked,1960.0
1543,1964.11.05,1964,Boat,USA,Boating,1960.0
1544,1964.08.26,1964,Unprovoked,USA,Unprovoked,1960.0
1545,1964.08.21,1964,Unprovoked,USA,Unprovoked,1960.0
1546,1964.08.08,1964,Unprovoked,USA,Unprovoked,1960.0
1547,1964.07.27,1964,Provoked,USA,Provoked,1960.0
1548,1964.07.08,1964,Provoked,USA,Provoked,1960.0
1549,1964.06.24,1964,Boat,USA,Boating,1960.0
1550,1964.03.05,1964,Unprovoked,USA,Unprovoked,1960.0
1551,1964.02.00.b,1964,Unprovoked,USA,Unprovoked,1960.0
1552,1964.01.11,1964,Unprovoked,USA,Unprovoked,1960.0
1553,1963.11.12,1963,Provoked,USA,Provoked,1960.0
1554,1963.10.16,1963,Unprovoked,USA,Unprovoked,1960.0
1555,1963.09.10,1963,Provoked,USA,Provoked,1960.0
1556,1963.07.15,1963,Unprovoked,USA,Unprovoked,1960.0
1557,1963.07.11,1963,Provoked,USA,Provoked,1960.0
1558,1963.04.20,1963,Unprovoked,USA,Unprovoked,1960.0
1559,1963.04.12,1963,Unprovoked,USA,Unprovoked,1960.0
1560,1962.11.11,1962,Unprovoked,USA,Unprovoked,1960.0
1561,1962.08.29,1962,Provoked,USA,Provoked,1960.0
1562,1962.08.26,1962,Boat,USA,Boating,1960.0
1563,1962.08.19,1962,Unprovoked,USA,Unprovoked,1960.0
1564,1962.08.12,1962,Unprovoked,USA,Unprovoked,1960.0
1565,1962.07.28,1962,Unprovoked,USA,Unprovoked,1960.0
1566,1962.07.19,1962,Provoked,USA,Provoked,1960.0
1567,1962.07.10,1962,Unprovoked,USA,Unprovoked,1960.0
1568,1962.07.07,1962,Unprovoked,USA,Unprovoked,1960.0
1569,1962.06.17,1962,Unprovoked,USA,Unprovoked,1960.0
1570,1962.06.11.b,1962,Unprovoked,USA,Unprovoked,1960.0
1571,1962.06.11.b,1962,Unprovoked,USA,Unprovoked,1960.0
1572,1962.06.11.a,1962,Unprovoked,USA,Unprovoked,1960.0
1573,1962.06.10.a,1962,Unprovoked,USA,Unprovoked,1960.0
1574,1962.06.04,1962,Provoked,USA,Provoked,1960.0
1575,1962.06.03,1962,Unprovoked,USA,Unprovoked,1960.0
1576,1962.05.29,1962,Unprovoked,USA,Unprovoked,1960.0
1577,1962.05.12,1962,Sea Disaster,USA,Sea Disaster,1960.0
1578,1962.01.14.c,1962,Unprovoked,USA,Unprovoked,1960.0
1579,1961.10.00.a,1961,Unprovoked,USA,Unprovoked,1960.0
1580,1961.09.26,1961,Provoked,USA,Provoked,1960.0
1581,1961.08.20,1961,Unprovoked,USA,Unprovoked,1960.0
1582,1961.08.16,1961,Unprovoked,USA,Unprovoked,1960.0
1583,1961.08.02,1961,Unprovoked,USA,Unprovoked,1960.0
1584,1961.07.29,1961,Provoked,USA,Provoked,1960.0
1585,1961.06.24,1961,Unprovoked,USA,Unprovoked,1960.0
1586,1961.06.18,1961,Unprovoked,USA,Unprovoked,1960.0
1587,1961.06.06.R,1961,Boat,USA,Boating,1960.0
1588,1961.05.21,1961,Unprovoked,USA,Unprovoked,1960.0
1589,1961.05.15,1961,Unprovoked,USA,Unprovoked,1960.0
1590,1961.04.16.b,1961,Unprovoked,USA,Unprovoked,1960.0
1591,1961.02.17.b,1961,Provoked,USA,Provoked,1960.0
1592,1961.00.00.a,1961,Sea Disaster,USA,Sea Disaster,1960.0
1593,1960.12.27.b,1960,Unprovoked,USA,Unprovoked,1950.0
1594,1960.10.25,1960,Sea Disaster,USA,Sea Disaster,1950.0
1595,1960.09.24,1960,Provoked,USA,Provoked,1950.0
1596,1960.08.30,1960,Unprovoked,USA,Unprovoked,1950.0
1597,1960.08.24,1960,Unprovoked,USA,Unprovoked,1950.0
1598,1960.08.22,1960,Unprovoked,USA,Unprovoked,1950.0
1599,1960.08.21,1960,Unprovoked,USA,Unprovoked,1950.0
1600,1960.08.10,1960,Provoked,USA,Provoked,1950.0
1601,1960.08.04.a,1960,Unprovoked,USA,Unprovoked,1950.0
1602,1960.08.00,1960,Unprovoked,USA,Unprovoked,1950.0
1603,1960.07.05,1960,Unprovoked,USA,Unprovoked,1950.0
1604,1960.07.03,1960,Provoked,USA,Provoked,1950.0
1605,1960.06.29,1960,Provoked,USA,Provoked,1950.0
1606,1960.06.24,1960,Unprovoked,USA,Unprovoked,1950.0
1607,1960.06.04,1960,Unprovoked,USA,Unprovoked,1950.0
1608,1960.05.19,1960,Unprovoked,USA,Unprovoked,1950.0
1609,1960.05.16,1960,Provoked,USA,Provoked,1950.0
1610,1960.04.24,1960,Unprovoked,USA,Unprovoked,1950.0
1611,1960.03.31,1960,Unprovoked,USA,Unprovoked,1950.0
1612,1959.11.10,1959,Unprovoked,USA,Unprovoked,1950.0
1613,1959.10.04,1959,Unprovoked,USA,Unprovoked,1950.0
1614,1959.09.26.b,1959,Sea Disaster,USA,Sea Disaster,1950.0
1615,1959.09.26.a,1959,Boat,USA,Boating,1950.0
1616,1959.09.11,1959,Boat,USA,Boating,1950.0
1617,1959.08.15.a,1959,Unprovoked,USA,Unprovoked,1950.0
1618,1959.08.14.b,1959,Provoked,USA,Provoked,1950.0
1619,1959.08.13,1959,Provoked,USA,Provoked,1950.0
1620,1959.08.10,1959,Unprovoked,USA,Unprovoked,1950.0
1621,1959.07.30,1959,Provoked,USA,Provoked,1950.0
1622,1959.07.28,1959,Unprovoked,USA,Unprovoked,1950.0
1623,1959.07.25.a,1959,Boat,USA,Boating,1950.0
1624,1959.07.23.b,1959,Boat,USA,Boating,1950.0
1625,1959.07.23.a,1959,Provoked,USA,Provoked,1950.0
1626,1959.07.02,1959,Provoked,USA,Provoked,1950.0
1627,1959.06.14.a,1959,Unprovoked,USA,Unprovoked,1950.0
1628,1959.05.16,1959,Unprovoked,USA,Unprovoked,1950.0
1629,1959.05.07,1959,Unprovoked,USA,Unprovoked,1950.0
1630,1959.05.03,1959,Unprovoked,USA,Unprovoked,1950.0
1631,1959.04.09.b,1959,Unprovoked,USA,Unprovoked,1950.0
1632,1959.03.29,1959,Unprovoked,USA,Unprovoked,1950.0
1633,1959.03.00,1959,Boat,USA,Boating,1950.0
1634,1958.12.13,1958,Unprovoked,USA,Unprovoked,1950.0
1635,1958.11.05,1958,Boat,USA,Boating,1950.0
1636,1958.10.12,1958,Unprovoked,USA,Unprovoked,1950.0
1637,1958.10.05,1958,Unprovoked,USA,Unprovoked,1950.0
1638,1958.09.01,1958,Provoked,USA,Provoked,1950.0
1639,1958.07.27.b,1958,Unprovoked,USA,Unprovoked,1950.0
1640,1958.07.27.a,1958,Unprovoked,USA,Unprovoked,1950.0
1641,1958.07.10,1958,Unprovoked,USA,Unprovoked,1950.0
1642,1958.07.02,1958,Provoked,USA,Provoked,1950.0
1643,1958.07.00.a,1958,Unprovoked,USA,Unprovoked,1950.0
1644,1958.06.26,1958,Provoked,USA,Provoked,1950.0
1645,1958.06.24,1958,Unprovoked,USA,Unprovoked,1950.0
1646,1958.06.17,1958,Provoked,USA,Provoked,1950.0
1647,1958.04.30,1958,Provoked,USA,Provoked,1950.0
1648,1958.02.01,1958,Provoked,USA,Provoked,1950.0
1649,1957.08.00,1957,Provoked,USA,Provoked,1950.0
1650,1957.07.24,1957,Provoked,USA,Provoked,1950.0
1651,1957.07.15,1957,Unprovoked,USA,Unprovoked,1950.0
1652,1957.05.00,1957,Unprovoked,USA,Unprovoked,1950.0
1653,1957.04.28,1957,Unprovoked,USA,Unprovoked,1950.0
1654,1957.04.22,1957,Provoked,USA,Provoked,1950.0
1655,1957.02.05,1957,Unprovoked,USA,Unprovoked,1950.0
1656,1957.02.00,1957,Unprovoked,USA,Unprovoked,1950.0
1657,1957.00.00.j,1957,Unprovoked,USA,Unprovoked,1950.0
1658,1957.00.00.f,1957,Unprovoked,USA,Unprovoked,1950.0
1659,1956.09.23,1956,Unprovoked,USA,Unprovoked,1950.0
1660,1956.08.15.R,1956,Unprovoked,USA,Unprovoked,1950.0
1661,1956.08.15.a,1956,Unprovoked,USA,Unprovoked,1950.0
1662,1956.07.28,1956,Provoked,USA,Provoked,1950.0
1663,1956.07.26,1956,Provoked,USA,Provoked,1950.0
1664,1956.07.17,1956,Unprovoked,USA,Unprovoked,1950.0
1665,1956.07.12,1956,Unprovoked,USA,Unprovoked,1950.0
1666,1956.00.00.e,1956,Provoked,USA,Provoked,1950.0
1667,1956.00.00.d,1956,Unprovoked,USA,Unprovoked,1950.0
